Country,Day,NeffBefore,NeffAfter,Mu,Lambda,Kappa,Iota,Gamma,Eta,Epsilon,Delta,Beta,Alpha,Other
South Africa,2020-11-01,2611.2507148190225,5919.43059663129,0.0,2.262727559137715e-5,8.943240978692932e-6,0.0,0.0,5.254151190140503e-5,0.0,2.8671923284769145e-7,0.5356613054975828,0.0002838703269103813,0.4639704254278024
South Africa,2021-03-15,4618.205270369573,7635.359967178448,0.0,2.1032528413878386e-5,0.000737227065067655,0.0,0.0,0.0014977233668144341,0.0,0.0036934496107805144,0.8435210604439977,0.014955405661731614,0.13557410132319453
South Africa,2021-08-01,9242.615451233582,2527.9792025685906,0.0,0.0002563201052201163,0.0003631190454563838,0.0,0.0,0.0001340993650585747,0.0,0.9733919527023945,0.014557909825093411,0.0038036691917664915,0.007492929765010606
South Korea,2020-11-01,1027.8021754266392,2923.8222021444376,3.1574716956847684e-5,0.0,0.0004855456744453463,0.0005006042012603701,0.000298347580287449,0.0004385240217612812,0.013275705829782453,2.9081645250403216e-8,0.00225253164299262,0.03297733355775563,0.9497398036931125
South Korea,2021-03-15,1894.0820534457503,5160.63556094875,6.231929374620321e-5,0.0,0.0024046368045697124,0.0008432549141942923,0.0014560840934770426,0.0006015080623181503,0.022888044122023544,0.0003025395738978449,0.006792770748141184,0.13885163515342347,0.8257972072342086
South Korea,2021-08-01,5128.0248577600605,2729.8806402566365,8.444958936452018e-5,0.0,0.00015757938401210684,2.6450516094016755e-5,0.0012342467123610992,1.0870645330325321e-5,0.0008391994506411673,0.8679295117038287,0.000654260034610777,0.023050203173869417,0.10601322878988781
Spain,2020-11-01,3880.9621456156738,21879.294422583855,1.0163674159172441e-6,3.080502265107403e-7,2.634103931153532e-6,3.7505807098723837e-6,4.795799549345764e-5,5.1328234138231664e-5,4.903479995714136e-6,1.1092655798766037e-10,2.4357773784207665e-6,0.01647697859086616,0.9834086867089179
Spain,2021-03-15,15621.768408822261,31159.516113816084,0.0032330658057631734,0.0007504687374301459,0.00015451476624057275,0.0021747001138608885,0.02010096350933163,0.0060636653299526245,0.00019278185430195418,0.00018086707200825605,0.003952600393309518,0.7290328685634597,0.2341635038543415
Spain,2021-08-01,34595.55950260858,8909.414907526952,0.006174565562335895,0.0031118658254103053,7.416376592655949e-6,0.0003135274989335866,0.0038162530448505308,0.0002242849158314866,6.8282858205817695e-6,0.9291395477672596,0.025634038525315695,0.031138609816346117,0.0004330623813035258
Sri Lanka,2020-11-01,23.10149214413344,349.47051636768896,0.0,0.0,0.0,0.0,0.0,2.5316335306047528e-5,0.0,1.307176752318442e-8,0.0004801883334326046,0.0012055592446132538,0.9982889230148805
Sri Lanka,2021-03-15,237.98620260640763,641.4943579207613,0.0,0.0,0.0,0.0,0.0,0.002441049168479362,0.0,0.00017331274013703663,0.0159213226695884,0.31261295277047635,0.6688513626513188
Sri Lanka,2021-08-01,583.7270936015457,486.3015344291893,0.0,0.0,0.0,0.0,0.0,0.00015102717210236792,0.0,0.8150792397735261,0.0006813227929197366,0.18110792216774643,0.0029804880937051503
Suriname,2020-11-01,59.52038425637325,181.98642936069012,0.0,0.0,0.0,0.0,0.00013276501700800646,0.0,0.0,5.1981250562010245e-17,0.0013431120023702882,0.0007882431669110209,0.9977358798137108
Suriname,2021-03-15,91.79616350879508,352.9241691866515,0.0,0.0,0.0,0.0,0.31611775051692065,0.0,0.0,1.7575909514823418e-8,0.025424256905242366,0.06625277498469753,0.59220520001723
Suriname,2021-08-01,361.5920433186615,56.876206400558935,0.0,0.0,0.0,0.0,0.8408133534523219,0.0,0.0,0.12174117384771935,0.00011990736651220455,0.02264461726476118,0.014680948068685255
Sweden,2020-11-01,713.0480521915846,46065.13968052259,9.278364173398542e-11,2.6489821254164252e-11,5.965296771463142e-8,1.2193951757790033e-8,2.100722810999451e-7,5.251600931095685e-8,2.7012249993301852e-5,1.3347705855670527e-14,0.00012200542606788568,0.000609908546008841,0.9992407392234333
Sweden,2021-03-15,36954.82271349408,55219.70449023154,1.7829397337641384e-5,9.410831757000263e-6,7.939039321361423e-5,6.121745706581555e-5,0.0012806468952345348,0.00013610158074429515,2.967634023229434e-5,2.1824928754250054e-5,0.039305484880415686,0.8765020864314277,0.08255633086381747
Sweden,2021-08-01,56934.5423659736,14618.047649608483,2.773631260900095e-7,2.872149004593179e-7,2.3343399359135057e-7,2.107292842373709e-7,0.0002884835470711022,4.3420025891409095e-7,4.7779728433615245e-8,0.9852570514560961,0.00010437908815065644,0.014334689841300078,1.39053460904857e-5
Switzerland,2020-11-01,3316.689621749863,28309.490084157376,4.691891992802787e-10,1.4176517607159364e-10,9.520645537302694e-7,3.4135850619884e-7,1.2243775601258356e-6,4.4706333945795415e-6,4.836354002963797e-6,1.5485952777760498e-13,0.00015319688247318147,0.0022799556774893413,0.9975550220409106
Switzerland,2021-03-15,21445.725418825223,27294.506329894444,0.00012072550773178505,3.773282996138127e-5,0.0004214393529592552,0.0002991739872173966,0.003792804228246758,0.002124315781478772,0.00017236698938678932,2.2024144304616794e-5,0.013308956280881645,0.7946895475998617,0.1850109132979697
Switzerland,2021-08-01,25650.24081888863,16333.126963519651,0.0009546721861838975,0.0011212599006348086,4.888628107118781e-6,6.131980242314272e-6,0.0016208988981208452,2.7996613131069862e-5,9.911033655884905e-7,0.982284003535189,0.00010256968939333689,0.013822757389067363,5.383007656480256e-5
Thailand,2020-11-01,94.56003325264814,920.0521833603065,0.0,0.0,1.0757300647755954e-5,0.0,5.221192996145484e-5,0.0014333265952379283,0.0,3.7540846471664846e-8,8.838890897596739e-5,0.0008520990057309017,0.9975631787185996
Thailand,2021-03-15,381.88111137583104,1879.0753797985326,0.0,0.0,0.0011305875015546049,0.0,0.001516436765723062,0.004239973849804713,0.0,0.005329878913431548,0.015399374799433702,0.533248344190517,0.4391354039795355
Thailand,2021-08-01,1867.6530329821833,430.61967633449376,0.0,0.0,1.4587216781674583e-5,0.0,4.530349227311896e-6,1.7149424335475786e-6,0.0,0.7694384051318339,0.025454584622412145,0.2047169357350553,0.0003692420022560505
Trinidad and Tobago,2020-11-01,15.75947989473585,200.97827675422124,0.0,0.0,0.0,0.0,1.1455955923089506e-11,0.0,0.0,2.0516799800760767e-20,0.0,0.02806200337499392,0.9719379966135502
Trinidad and Tobago,2021-03-15,22.926046484151716,487.94634640313734,0.0,0.0,0.0,0.0,0.0076548648609686895,0.0,0.0,4.728831391434258e-8,0.0,0.045161790092163506,0.947183297758554
Trinidad and Tobago,2021-08-01,420.6975452000829,36.933722060343186,0.0,0.0,0.0,0.0,0.978139028487253,0.0,0.0,0.021585610221800004,0.0,3.1067331994911924e-6,0.00027225455774755397
Turkey,2020-11-01,183.78742617314578,8047.95999557138,9.961945286745869e-5,0.0,0.0,0.0,0.002916401129523012,0.006906175653782634,0.00039159230089982184,0.0019059984310383124,0.07233987383124965,0.12555684271623832,0.7898834964844008
Turkey,2021-03-15,3443.745680547469,28994.423742958657,0.0001632268751175329,0.0,0.0,0.0,0.009067662657865076,0.007607691049386921,0.0002153189354166738,0.06343617896620475,0.06169496236444666,0.10530811045438643,0.7525068486971761
Turkey,2021-08-01,11609.155120226413,44197.15370828056,2.8976644398949686e-5,0.0,0.0,0.0,0.0025175776199405035,0.0006982525219218225,1.2315852870583194e-5,0.7859753604472938,0.001958611824132628,0.03074798650441973,0.178060918585022
USA,2020-11-01,55903.676649221015,379351.7524560453,7.162719052179953e-10,2.699947543052905e-7,1.876282644837581e-6,0.00037189279770616254,1.814781163700442e-6,3.624463056439444e-5,0.04377657030018386,8.731866885453298e-13,2.0075981620163538e-5,0.0004885428452857297,0.9553027116689317
USA,2021-03-15,238808.69301737807,577074.4174027162,0.00031990976506937396,0.0008287894273180524,0.0006663322667807526,0.07968066170993718,0.01831812071947312,0.002910014130182549,0.13934483290268457,8.770504707910133e-5,0.0057511487270240505,0.3534031449494532,0.39868934035499826
USA,2021-08-01,505330.0575389062,318103.0049085626,0.0061637288327406935,0.00033349698900689935,1.132744358955075e-5,0.000824003104652551,0.0065462859750247855,1.9324329050251327e-5,2.9957297390424784e-5,0.9727790565929283,8.279606688747879e-5,0.01147062447672605,0.001739398892002937
Uganda,2020-11-01,141.24958276717965,256.0132179569401,0.0,0.0,3.483620676534056e-5,0.0,0.0,8.839853737414262e-5,0.0,3.0372133153445117e-14,0.000574065867941532,7.174476594082159e-5,0.9992309546219478
Uganda,2021-03-15,200.28796150400765,260.4095019038384,0.0,0.0,0.00944376878250497,0.0,0.0,0.24119424549959076,0.0,0.0002441589710334164,0.1346565404115529,0.1238909575633143,0.4905703287720036
Uganda,2021-08-01,318.02470752038306,13.984709540832634,0.0,0.0,1.223216296192367e-7,0.0,0.0,3.435124935765441e-5,0.0,0.9999538366254067,2.9733152063863083e-6,8.508426168118265e-6,2.0806223153221776e-7
United Arab Emirates,2020-11-01,864.9876112899128,151.41441585342363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.595302940915208e-16,0.00034291604481155493,0.00834870347606856,0.991308380479119
United Arab Emirates,2021-03-15,316.9609989358852,17.70856129901467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5592762526958292e-6,0.8325010353748461,0.13018268221267557,0.03731472313622568
United Arab Emirates,2021-08-01,68.15564758596656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999937070085,6.2884084002329946e-9,2.3922381149218294e-12,2.190712880391375e-12
United Kingdom,2020-11-01,71271.27647862093,290159.7545554668,3.9229032707074604e-7,5.331834730610561e-6,8.081901051709659e-7,1.7503305774304356e-5,4.80886201356819e-7,1.8080061479003186e-5,2.3030777383033805e-5,6.4716147436711e-11,4.1234092958039377e-5,0.0356455352223626,0.9642476032739629
United Kingdom,2021-03-15,235981.8775831037,359066.1417940536,7.305642630148307e-5,2.756421994722928e-5,0.0014899726761725609,6.886502575260271e-5,0.0006306208971321888,0.0019651487373906805,6.972258156147105e-5,0.0011868466211752008,0.003720603849939533,0.9810453623154578,0.00972223664916951
United Kingdom,2021-08-01,376719.29045921855,219387.78764655805,4.0946652411719853e-5,2.562687478271013e-8,6.004098264628275e-6,4.3832635836550384e-8,8.157937303443939e-6,1.1470673130088861e-6,3.53570637072123e-8,0.9996702439604851,3.924793571542443e-6,0.00026632802636039935,3.1426477157196165e-6
Uruguay,2020-11-01,64.56609286825517,370.9587728943738,0.0,3.5465590426694236e-10,0.0,0.0,0.0008570388079524448,0.0,0.0,0.0,0.0,0.0,0.9991429608373917
Uruguay,2021-03-15,320.4774666743352,262.68847894989295,0.0,0.0004794092054243057,0.0,0.0,0.31592816871640494,0.0,0.0,0.0,0.0,0.0,0.6835924220781706
Uruguay,2021-08-01,301.15023436707787,0.0,0.0,0.6920937260840585,0.0,0.0,0.29816561498805244,0.0,0.0,0.0,0.0,0.0,0.00974065892788907
Zambia,2020-11-01,255.07421422182514,201.54465740633654,0.0,0.0,8.933326242519257e-7,0.0,0.0,0.0,0.0,8.276050638490504e-20,0.23179188195966996,0.001002430267360368,0.7672047944403453
Zambia,2021-03-15,217.74074072180431,246.92993192210767,0.0,0.0,0.005164953680686795,0.0,0.0,0.0,0.0,1.7165237509097392e-6,0.9550019339806993,0.028088105044626284,0.011743290770236942
Zambia,2021-08-01,330.30005634912095,48.25117661025786,0.0,0.0,1.3798210977710699e-8,0.0,0.0,0.0,0.0,0.9999999756089423,4.592751537698937e-9,5.995037785550213e-9,5.057496784034196e-12
Zimbabwe,2020-11-01,78.81026141238665,341.8633458582693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58164833714177e-8,0.3034419002783285,0.0,0.696558043905188
Zimbabwe,2021-03-15,345.04840249922773,61.71663670967697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005086789447146356,0.9899650685954031,0.0,0.004948141957450523
Zimbabwe,2021-08-01,200.44430765969372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943808237157726,0.005546651403468805,0.0,7.252488075865558e-5
